"","Address.","Bathrooms.","Bedrooms.","Built.Year.","Developer.","District.","last_updated","Property.Name.","nearest_mrt_name","neighbourhood","PSF.","Property.Type.","Asking.","Area.","Area.Builtup","Area.Land","Tenure.","title","total_units","travel_time_changi","travel_time_orchard","travel_time_raffles","unit_types","no._of_bedrooms","Furnish.","Floor.","overlooking_view","facing"
"3096","1 Park Road","3","6","1970",NA,"Boat Quay / Raffles Place / Marina (D1)","13 days ago","People's Park Complex","Chinatown MRT",NA,2.67,"Apartment Whole Unit",10000,"3,745 sqft",3745,NA,"99 Years","6 Bed Condo for Rent in People's Park Complex","291",53,19,16,"Studio, 1, 2, 3, 4, 5, 6, 7 BR",NA,NA,NA,NA,NA
"3097","21 Marina Way","2","2","2018","Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.","Boat Quay / Raffles Place / Marina (D1)","1 month ago","Marina One Residences","Marina Bay MRT",NA,6.7,"Condo Whole Unit",7500,"1,119 sqft",1119,NA,"99 Years","2 Bed Condo for Rent in Marina One Residences","1042",50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,"Fully","High","Greenery view",NA
"3098",NA,"2","3",NA,"HDB","Harbourfront / Telok Blangah (D4)","4 hrs ago","Telok Blangah Parcview",NA,"Bukit Merah",4.6,"HDB 4 Rooms",4600,"1,001 sqft",1001,NA,"99 Years","HDB Flat for Rent in 90B Telok Blangah Street 31","1480",75,35,32,"2, 3, 4 BR","3",NA,NA,NA,NA
"3099","70 Grange Road","3","3","1999","Lucky Realty Co. Pte Ltd (Far East)","Tanglin / Holland (D10)","7 days ago","Grange 70","Orchard MRT","River Valley",3.81,"Condo Whole Unit",7500,"1,970 sqft",1970,NA,"Freehold","3 Bed Condo for Rent in Grange 70","20",61,16,24,"3, 4 BR",NA,NA,NA,NA,NA
"3100","31 Fernvale Road","1","1","2019","CEL Development","Seletar / Yio Chu Kang (D28)","5 days ago","High Park Residences","Thanggam MRT","Sengkang",6.64,"Condo Whole Unit",3000,"452 sqft",452,NA,"99 Years","1 Bed Condo for Rent in High Park Residences","1399",46,43,42,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3101",NA,"1","3","1975","HDB","Beach Road / Bugis / Rochor (D7)","15 days ago","Golden Beach Vista","Lavender MRT","Kallang",4.58,"HDB",3800,"830 sqft",830,NA,"99 Years","HDB Flat for Rent in 17 Beach Road",NA,51,24,16,"3, 4 BR","3",NA,NA,NA,NA
"3102",NA,"5","5",NA,NA,"East Coast / Marine Parade (D15)","4 days ago",NA,NA,NA,7.65,"Bungalow",17588,"6,400 sqft (built-up) / 2,300 sqft (land)",6400,2300,NA,"5 Bed House for Rent in Meyer Road",NA,NA,NA,NA,NA,NA,"Partial",NA,NA,NA
"3103","65 Choa Chu Kang Road","3","4","1999","Choa Chu Kang Land Ltd (Pidemco Land Ltd)","Bukit Batok / Bukit Panjang / Choa Chu Kang (D23)","1 hr ago","Nicon Gardens","Phoenix MRT","Bukit Batok",2.81,"Condo Whole Unit",9000,"3,200 sqft",3200,NA,"99 Years","4 Bed Condo for Rent in Nicon Gardens","762",72,26,38,"4, 5 BR",NA,"Fully",NA,NA,NA
"3104","21 Marina Way","1","1","2018","Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.","Boat Quay / Raffles Place / Marina (D1)","4 days ago","Marina One Residences","Marina Bay MRT",NA,7.43,"Condo Whole Unit",5200,"700 sqft",700,NA,"99 Years","1 Bed Condo for Rent in Marina One Residences","1042",50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,NA
"3105","38 Handy Road","1","2","2014","Allgreen Properties","Orchard / River Valley (D9)","23 days ago","Suites At Orchard","Dhoby Ghaut MRT",NA,7.51,"Condo Whole Unit",5500,"732 sqft",732,NA,"99 Years","2 Bed Condo for Rent in Suites At Orchard","118",47,11,11,"1, 2, 3 BR",NA,NA,NA,NA,NA
"3106",NA,"2","3","1984","HDB","Boon Lay / Jurong / Tuas (D22)","1 month ago","Jurongville @ Avenue 1","Lakeside MRT","Jurong West",3.83,"HDB 4 Rooms",3800,"992 sqft",992,NA,"99 Years","HDB Flat for Rent in 491 Jurong West Avenue 1",NA,NA,NA,NA,"Studio, 2, 3, 4 BR","3","Fully",NA,NA,"North East"
"3107","7 Ardmore Park","6","4","2013","Irvine Investments Private Ltd","Tanglin / Holland (D10)","6 days ago","Ardmore Residence","Orchard MRT","Newton",14.12,"Condo Whole Unit",45000,"3,186 sqft",3186,NA,"Freehold","4 Bed Condo for Rent in Ardmore Residence","58",55,12,25,"3, 4 BR",NA,NA,NA,NA,NA
"3108","93 West Coast Vale","2","2","2021","China Construction Development Co. Pte Ltd","Buona Vista / West Coast / Clementi (D5)","4 days ago","Twin VEW",NA,"Clementi",5.74,"Condo Whole Unit",4200,"732 sqft",732,NA,"99 Years","2 Bed Condo for Rent in Twin VEW","520",85,42,38,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3109",NA,"2","3","2015","HDB","Hougang / Punggol / Sengkang (D19)","4 days ago","Anchorvale Horizon","Farmway MRT","Sengkang",2.99,"HDB 5 Rooms",3600,"1,205 sqft",1205,NA,"99 Years","HDB Flat for Rent in 326D Anchorvale Road",NA,50,40,40,"3, 4 BR","3","Fully",NA,NA,"North East"
"3110","6 Choa Chu Kang Grove","2","2","2018","MCL Land (Brighton)","Bukit Batok / Bukit Panjang / Choa Chu Kang (D23)","9 days ago","Sol Acres","Teck Whye MRT","Choa Chu Kang",5.19,"Executive Condo Whole Unit",3800,"732 sqft",732,NA,"99 Years","2 Bed EC for Rent in Sol Acres","1327",78,35,46,"1, 2, 3, 4 BR",NA,"Fully","High","Greenery view","South"
"3111",NA,"1","1","1978","HDB","Beach Road / Bugis / Rochor (D7)","4 days ago","Waterloo Centre","Bras Basah MRT",NA,8,"HDB",3200,"400 sqft",400,NA,"99 Years","HDB Flat for Rent in 264 Waterloo Street",NA,52,18,18,"1, 2, 3 BR","1",NA,NA,NA,NA
"3112","Chartwell Drive","3","2",NA,NA,"Hougang / Punggol / Sengkang (D19)","1 month ago","Serangoon Garden Estate",NA,"Serangoon",1.55,"Landed",6500,"3,300 sqft (built-up) / 4,200 sqft (land)",3300,4200,NA,"2 Bed House for Rent in Serangoon Garden Estate",NA,65,39,43,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10 BR",NA,"Partial",NA,NA,NA
"3113","55 Lengkong Empat","1","1","2016","Macly Pte Ltd","Eunos / Geylang / Paya Lebar (D14)","1 day ago","Levenue","Kembangan MRT","Bedok",6.48,"Condo Whole Unit",3000,"463 sqft",463,NA,"Freehold","1 Bed Condo for Rent in Levenue","43",46,43,37,"1, 2 BR",NA,"Fully","High",NA,"South"
"3114","Trevose Crescent","5","4","1990",NA,"Newton / Novena (D11)","1 month ago","Dunearn Estate","Stevens MRT","Novena",2.44,"Bungalow",18000,"3,500 sqft (built-up) / 7,390 sqft (land)",3500,7390,"Freehold","4 Bed House for Rent in Dunearn Estate",NA,65,20,29,"Studio, 1, 4, 5, 6, 7 BR",NA,NA,NA,NA,NA
"3115","66 Marine Parade Road","4","4","2004","Frasers Centrepoint Homes","East Coast / Marine Parade (D15)","1 month ago","Cote D'azur",NA,"Marine Parade",4.87,"Condo Whole Unit",7500,"1,540 sqft",1540,NA,"99 Years","4 Bed Condo for Rent in Cote D'azur","612",35,36,31,"1, 2, 3, 4 BR",NA,"Partial","High",NA,NA
"3116","8 Bukit Batok Street 41","1","1","2020","Qingjian International (South Pacific) Group","Bukit Batok / Bukit Panjang / Choa Chu Kang (D23)","7 days ago","Le Quest","Bukit Batok MRT","Bukit Batok",6.46,"Condo Whole Unit",3200,"495 sqft",495,NA,"99 Years","1 Bed Condo for Rent in Le Quest","516",90,45,49,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3117","10 Woodleigh Lane","2","2","2021","CEL Unique Development Pte. Ltd. (Chip Eng Seng Corp/ Heeton Holdings/ KSH Holdings)","Macpherson / Potong Pasir (D13)","4 days ago","Park Colonial","Woodleigh MRT","Toa Payoh",6.73,"Condo Whole Unit",5000,"743 sqft",743,NA,"99 Years","2 Bed Condo for Rent in Park Colonial","805",57,24,24,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3118",NA,"2","3","1990","HDB","Ang Mo Kio / Bishan / Thomson (D20)","4 days ago","Sin Ming Court",NA,"Bishan",3.57,"HDB 3 Rooms",4200,"1,175 sqft",1175,NA,"99 Years","HDB Flat for Rent in 448 Bright Hill Drive",NA,67,32,41,"1, 2, 3, 4, 5 BR","3",NA,NA,NA,NA
"3119","7 Geylang East Avenue 1","2","2","2018",NA,"Eunos / Geylang / Paya Lebar (D14)","2 days ago","TRE Residences","Aljunied MRT","Geylang",6.55,"Condo Whole Unit",4588,"700 sqft",700,NA,"99 Years","2 Bed Condo for Rent in TRE Residences","250",44,25,17,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3120","916 Sims Avenue","2","2","2022","MCL Land Limited","Eunos / Geylang / Paya Lebar (D14)","9 days ago","Parc Esta","Eunos MRT","Geylang",7.14,"Condo Whole Unit",5000,"700 sqft",700,NA,"99 Years","2 Bed Condo for Rent in Parc Esta","1399",37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3121","17 Pasir Ris Link","3","3","2014","Precious Sand Pte Ltd (Far East Organization,Frasers Centrepoint Homes)","Pasir Ris / Tampines (D18)","4 days ago","Seastrand",NA,"Pasir Ris",4.18,"Condo Whole Unit",5000,"1,195 sqft",1195,NA,"99 Years","3 Bed Condo for Rent in Seastrand","472",36,56,48,"Studio, 1, 2, 3, 4 BR",NA,"Partial","Mid",NA,NA
"3122","12 Amber Road","1","2","2022","Aurum Land (Private) Limited","East Coast / Marine Parade (D15)","3 days ago","Nyon","Tanjong Katong MRT","Marine Parade",9.4,"Condo Whole Unit",6780,"721 sqft",721,NA,"Freehold","2 Bed Condo for Rent in Nyon","92",37,33,30,"Studio, 1, 2, 3, 4, 5 BR",NA,"Fully",NA,NA,NA
"3123","65 Lloyd Road","2","2","2017","Tg (2010) Pte Ltd","Orchard / River Valley (D9)","4 days ago","Lloyd Sixtyfive","Somerset MRT","River Valley",6.52,"Executive Condo Whole Unit",11509,"1,765 sqft",1765,NA,"Freehold","2 Bed EC for Rent in Lloyd Sixtyfive","76",56,12,14,"1, 2, 3, 4, 5 BR",NA,"Partial","Ground",NA,NA
"3124",NA,"1","1","1970","HDB","Alexandra / Commonwealth (D3)","1 hr ago","Stirling View","Queenstown MRT","Queenstown",3.72,"HDB 3 Rooms",2400,"645 sqft",645,NA,"99 Years","HDB Flat for Rent in 166 Stirling Road",NA,70,28,22,"1, 2, 3 BR","1","Partial","Mid",NA,NA
"3125","38 Scotts Road","1","1","2016","Far East Success","Orchard / River Valley (D9)","9 days ago","The Scotts Tower","Newton MRT","Newton",10.14,"Condo Whole Unit",6550,"646 sqft",646,NA,"103 Years","1 Bed Condo for Rent in The Scotts Tower","231",NA,NA,NA,"Studio, 1, 2, 3, 5 BR",NA,NA,NA,NA,NA
"3126","62 Bayshore Road","2","2","1986","Ocean Front Pte Ltd","Bedok / Upper East Coast (D16)","5 days ago","Bayshore Park",NA,"Bedok",4.27,"Condo Whole Unit",4000,"936 sqft",936,NA,"99 Years","2 Bed Condo for Rent in Bayshore Park","1093",41,46,40,"Studio, 1, 2, 3, 4 BR",NA,"Partial","Mid",NA,NA
"3127","Rasok Drive","4","5","2009","Wan Fu Investments Pte Ltd","Admiralty / Woodlands (D25)","1 month ago","Bukit Villas",NA,NA,2.88,"Cluster House",6200,"2,852 sqft (built-up) / 2,155 sqft (land)",2852,2155,"Freehold","5 Bed House for Rent in Bukit Villas","22",81,51,58,"4, 5, 6, 9 BR",NA,"Partial",NA,NA,NA
"3128","6 Marina Boulevard","4","4","2008","City Developments Ltd,AIG Global Real Estate","Boat Quay / Raffles Place / Marina (D1)","23 days ago","The Sail @ Marina Bay","Downtown MRT",NA,7.18,"Condo Whole Unit",15800,"2,200 sqft",2200,NA,"99 Years","4 Bed Condo for Rent in The Sail @ Marina Bay","1111",50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,NA
"3129",NA,"1","2","1973","HDB","Balestier / Toa Payoh (D12)","1 month ago","Toa Payoh North","Braddell MRT","Toa Payoh",5.14,"HDB 3 Rooms",3600,"700 sqft",700,NA,"99 Years","HDB Flat for Rent in 113 Lorong 1 Toa Payoh",NA,62,17,23,"2, 3, 4 BR","2","Partial",NA,NA,NA
"3130",NA,"2","2","1979","HDB","Bedok / Upper East Coast (D16)","13 days ago","Garden Hill","Bedok MRT","Bedok",3.73,"HDB 3 Rooms",2800,"750 sqft",750,NA,"99 Years","HDB Flat for Rent in 419 Bedok North Street 1",NA,38,35,27,"Studio, 2, 3 BR","2",NA,NA,NA,NA
"3131","5 Peck Hay Road","1","1","2009","Far East Organization","Orchard / River Valley (D9)","6 hrs ago","Vida","Newton MRT","Newton",6.62,"Apartment Whole Unit",4300,"650 sqft",650,NA,"Freehold","1 Bed Condo for Rent in Vida","137",NA,NA,NA,"Studio, 1, 2 BR",NA,NA,NA,NA,NA
"3132","2 Marina Boulevard","3","4","2008","City Developments Ltd,AIG Global Real Estate","Boat Quay / Raffles Place / Marina (D1)","23 days ago","The Sail @ Marina Bay","Downtown MRT",NA,6.27,"Condo Whole Unit",13800,"2,200 sqft",2200,NA,"99 Years","4 Bed Condo for Rent in The Sail @ Marina Bay","1111",50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,NA
"3133",NA,"2","2","1986","HDB","Boon Lay / Jurong / Tuas (D22)","5 days ago","HDB-Jurong East","Chinese Garden MRT","Jurong East",4.85,"HDB 2 Rooms",3500,"721 sqft",721,NA,"99 Years","HDB Flat for Rent in 225 Jurong East Street 21",NA,82,37,35,"Studio, 1, 2, 3, 4, 5, 6 BR","2","Fully","Low",NA,"North East"
"3134","25 Woodleigh Close","1","1","1996","Euro-Asia Realty Pte Ltd","Macpherson / Potong Pasir (D13)","6 days ago","Euro-Asia Park","Woodleigh MRT","Toa Payoh",8.28,"Condo Whole Unit",1350,"163 sqft",163,NA,"Freehold","1 Bed Condo for Rent in Euro-Asia Park","163",61,28,28,"1, 3, 4 BR",NA,"Fully","Mid",NA,NA
"3135",NA,"1","1","1999","HDB","Hougang / Punggol / Sengkang (D19)","8 days ago","HDB-Hougang","Kovan MRT","Hougang",7,"HDB",1050,"150 sqft",150,NA,"99 Years","HDB Flat for Rent in 138 Lorong Ah Soo",NA,46,42,40,"Studio, 1, 2, 3, 4, 5, 6 BR","1",NA,NA,NA,NA
"3136","65 Lloyd Road","2","2","2017","Tg (2010) Pte Ltd","Orchard / River Valley (D9)","8 days ago","Lloyd Sixtyfive","Somerset MRT","River Valley",6.17,"Condo Whole Unit",10500,"1,701 sqft",1701,NA,"Freehold","2 Bed Condo for Rent in Lloyd Sixtyfive","76",56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3137","11 Lorong 24 Geylang","1","1","2015","A Development Pte Ltd","Eunos / Geylang / Paya Lebar (D14)","18 days ago","Edenz Loft","Aljunied MRT","Geylang",6.26,"Apartment Whole Unit",2700,"431 sqft",431,NA,"Freehold","1 Bed Condo for Rent in Edenz Loft","42",47,28,20,"1, 2 BR",NA,NA,NA,NA,NA
"3138","5A Shenton Way","1","1","2017","Uic Investments (Properties) Pte Ltd","Boat Quay / Raffles Place / Marina (D1)","4 days ago","V On Shenton","Downtown MRT",NA,8.85,"Condo Whole Unit",4000,"452 sqft",452,NA,"99 Years","Studio Condo for Rent in V On Shenton","510",59,23,11,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,"Fully",NA,NA,NA
"3139","Siglap Road","4","4","1998","Target Development Pte Ltd","East Coast / Marine Parade (D15)","23 days ago","Marine Garden",NA,"Bedok",3.62,"Bungalow",25000,"6,900 sqft (built-up)",6900,NA,"Freehold","4 Bed House for Rent in Marine Garden","27",30,42,38,"4, 5, 6, 7 BR",NA,"Partial",NA,NA,NA
"3140","43 Bright Hill Drive","2","2","2017","United Venture Development (Thomson) Pte. Ltd.","Ang Mo Kio / Bishan / Thomson (D20)","3 days ago","Thomson Three",NA,"Bishan",5.46,"Condo Whole Unit",4000,"732 sqft",732,NA,"99 Years","2 Bed Condo for Rent in Thomson Three","445",65,31,38,"1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3141","5 Balmeg Hill","4","5","2011","Maxgrowth Pte Ltd (Mcl Land Ltd)","Buona Vista / West Coast / Clementi (D5)","8 days ago","The Peak @ Balmeg","Haw Par Villa MRT","Queenstown",4.39,"Condo Whole Unit",11000,"2,508 sqft",2508,NA,"Freehold","5 Bed Condo for Rent in The Peak @ Balmeg","180",NA,NA,NA,"2, 3, 4, 5 BR",NA,NA,NA,NA,NA
"3142","1 Fraser Street","2","3","2017","M+S Pte Ltd (A Company Owned By Khazanah And Temasek)","Beach Road / Bugis / Rochor (D7)","22 days ago","Duo Residences / Duo Tower","Bugis MRT",NA,5.81,"Condo Whole Unit",9999,"1,722 sqft",1722,NA,"99 Years","3 Bed Condo for Rent in Duo Residences / Duo Tower","660",50,20,12,"Studio, 1, 2, 3, 4 BR",NA,"Partial","High","Sea view",NA
"3143",NA,"2","2","1968","HDB","Alexandra / Commonwealth (D3)","5 days ago","HDB-Queenstown","Queenstown MRT","Queenstown",3.78,"HDB 2 Rooms",3500,"926 sqft",926,NA,"99 Years","HDB Flat for Rent in 58 Strathmore Avenue",NA,69,24,22,"Studio, 1, 2, 3, 4, 5, 6 BR","2",NA,NA,NA,NA
"3144","11 Nassim Road","3","4","2015",NA,"Tanglin / Holland (D10)","20 days ago","Nassim Ville","Orchard MRT","Tanglin",5.67,"Apartment Whole Unit",17000,"3,000 sqft",3000,NA,"Freehold","4 Bed Condo for Rent in Nassim Ville","21",54,11,24,"2, 3, 4 BR",NA,NA,NA,NA,NA
"3145","100 Holland Road","1","1","2011","Crystalvale Pte Ltd","Tanglin / Holland (D10)","11 days ago","Holland 100","Holland Village MRT","Bukit Timah",6.87,"Apartment Whole Unit",6800,"990 sqft",990,NA,"Freehold","1 Bed Condo for Rent in Holland 100","24",65,19,28,"1, 2, 3 BR",NA,NA,NA,NA,NA
"3146","100 Holland Road","4","3","2011","Crystalvale Pte Ltd","Tanglin / Holland (D10)","9 days ago","Holland 100","Holland Village MRT","Bukit Timah",3.28,"Apartment Whole Unit",12000,"3,660 sqft",3660,NA,"Freehold","3 Bed Condo for Rent in Holland 100","24",65,19,28,"1, 2, 3 BR",NA,NA,NA,NA,NA
"3147","60 Robertson Quay","3","3","1998","Robertson Quay Development Pte Ltd","Orchard / River Valley (D9)","6 days ago","The Quayside","Chinatown MRT",NA,4.33,"Condo Whole Unit",6500,"1,500 sqft",1500,NA,"99 Years","3 Bed Condo for Rent in The Quayside","79",63,23,21,"2, 3, 4 BR",NA,"Partial",NA,NA,NA
"3148",NA,"2","3","2017","HDB","Hougang / Punggol / Sengkang (D19)","15 days ago","Punggol Edge",NA,"Punggol",3.5,"HDB 4 Rooms",3500,"1,001 sqft",1001,NA,"99 Years","HDB Flat for Rent in 121B Edgedale Plains","688",44,44,43,"2, 3, 4 BR","3","Fully",NA,"Greenery view",NA
"3149","368 Thomson Road","2","2","2014","City Developments Ltd","Newton / Novena (D11)","11 days ago","368 Thomson","Novena MRT","Novena",5.65,"Condo Whole Unit",4988,"883 sqft",883,NA,"Freehold","2 Bed Condo for Rent in 368 Thomson","157",63,19,26,"1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3150","Jalan Jelita","5","6",NA,NA,"Tanglin / Holland (D10)","9 days ago","McMahon Park",NA,"Bukit Timah",4.55,"Semi-Detached House",24500,"4,000 sqft (built-up) / 5,380 sqft (land)",4000,5380,"999 Years","6 Bed House for Rent in McMahon Park",NA,NA,NA,NA,"3, 4, 5, 6 BR",NA,NA,NA,NA,NA
"3151","1 Fraser Street","2","2","2017","M+S Pte Ltd (A Company Owned By Khazanah And Temasek)","Beach Road / Bugis / Rochor (D7)","17 days ago","Duo Residences / Duo Tower","Bugis MRT",NA,7.47,"Apartment Whole Unit",7000,"937 sqft",937,NA,"99 Years","2 Bed Condo for Rent in Duo Residences / Duo Tower","660",50,20,12,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3152",NA,"1","1",NA,NA,"Bedok / Upper East Coast (D16)","7 days ago",NA,NA,NA,3.75,"Terraced House",1500,"400 sqft (built-up)",400,NA,NA,"1 Bed House for Rent in Kew Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153",NA,"1","2","1974","HDB","Balestier / Toa Payoh (D12)","5 days ago","Toa Payoh Central","Toa Payoh MRT","Toa Payoh",6,"HDB 2 Rooms",4200,"700 sqft",700,NA,"99 Years","HDB Flat for Rent in 178 Toa Payoh Central",NA,NA,NA,NA,"2, 3 BR","2",NA,NA,NA,NA
"3154","5 Peck Hay Road","1","1","2009","Far East Organization","Orchard / River Valley (D9)","10 days ago","Vida","Newton MRT","Newton",6.62,"Apartment Whole Unit",4300,"650 sqft",650,NA,"Freehold","1 Bed Condo for Rent in Vida","137",57,14,19,"Studio, 1, 2 BR",NA,NA,NA,NA,NA
"3155","85 West Coast Drive","3","4","2013","Grande-Terre Properties Pte Ltd (City Developments Ltd)","Buona Vista / West Coast / Clementi (D5)","5 days ago","Hundred Trees","Clementi MRT","Clementi",4.54,"Condo Whole Unit",6700,"1,475 sqft",1475,NA,"956 Years","4 Bed Condo for Rent in Hundred Trees","396",86,42,38,"1, 2, 3, 4 BR",NA,NA,NA,NA,NA
"3156",NA,"2","3","1989","HDB","Hougang / Punggol / Sengkang (D19)","18 days ago","HDB-Serangoon Estate","Serangoon MRT","Serangoon",3.6,"HDB",4300,"1,195 sqft",1195,NA,"99 Years","HDB Flat for Rent in 410 Serangoon Central",NA,54,27,26,"1, 2, 3, 4, 5, 6 BR","3",NA,NA,NA,NA
"3157","37 Nassim Road","4","3","1978","Far East Organization","Tanglin / Holland (D10)","5 days ago","Nassim Regency",NA,"Tanglin",6.32,"Apartment Whole Unit",13000,"2,056 sqft",2056,NA,"Freehold","3 Bed Condo for Rent in Nassim Regency","30",NA,NA,NA,"3, 4, 7 BR",NA,NA,NA,NA,NA
"3158","18 Marina Boulevard","3","3","2010","Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd","Boat Quay / Raffles Place / Marina (D1)","9 days ago","Marina Bay Residences","Downtown MRT",NA,12.76,"Condo Whole Unit",25000,"1,959 sqft",1959,NA,"99 Years","3 Bed Condo for Rent in Marina Bay Residences","428",NA,NA,NA,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",NA,NA,NA,NA,NA
"3159",NA,"1","2","1973","HDB","Ang Mo Kio / Bishan / Thomson (D20)","22 days ago","Sin Ming Ville","Marymount MRT","Bishan",4.51,"HDB",3100,"688 sqft",688,NA,"99 Years","HDB Flat for Rent in 23 Sin Ming Road",NA,73,29,37,"2, 3 BR","2",NA,NA,NA,NA
"3160","Lorong Marzuki","5","5",NA,NA,"Eunos / Geylang / Paya Lebar (D14)","23 days ago","Kembangan Estate","Kembangan MRT","Bedok",5.92,"Semi-Detached House",14800,"5,069 sqft (built-up) / 2,500 sqft (land)",5069,2500,"Freehold","5 Bed House for Rent in Kembangan Estate",NA,39,35,27,"Studio, 2, 3, 4, 5, 6, 7, 8, 10 BR",NA,NA,NA,NA,NA
"3161","Jalan Lokam","3","3","1976","Keng Seng Group","Hougang / Punggol / Sengkang (D19)","8 days ago","Tai Keng Gardens","Bartley MRT","Hougang",2.09,"Terraced House",4800,"2,300 sqft (built-up)",2300,NA,"Freehold","3 Bed House for Rent in Tai Keng Gardens",NA,52,44,35,"2, 3, 4, 5, 6 BR",NA,NA,NA,NA,NA
"3162","608 Telok Blangah Road","3","3","2015","Bukit Sembawang View Pte Ltd","Harbourfront / Telok Blangah (D4)","10 days ago","Skyline Residences","Telok Blangah MRT","Bukit Merah",4.61,"Condo Whole Unit",6800,"1,475 sqft",1475,NA,"Freehold","3 Bed Condo for Rent in Skyline Residences","283",69,31,24,"Studio, 1, 2, 3, 4 BR",NA,"Partial",NA,NA,NA
"3163","Toh Heights","6","6","2013",NA,"Changi Airport / Changi Village (D17)","8 days ago","Toh Estate",NA,"Pasir Ris",2.56,"Bungalow",14828,"7,670 sqft (built-up) / 5,800 sqft (land)",7670,5800,"Freehold","6 Bed House for Rent in Toh Estate",NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,"Partial",NA,NA,NA
"3164",NA,NA,"1","2017","HDB","Boon Lay / Jurong / Tuas (D22)","9 days ago","Yung Kuang Court",NA,"Jurong West",10.48,"HDB",1100,"105 sqft",105,NA,"99 Years","HDB Flat for Rent in 166B Yung Kuang Road","528",NA,NA,NA,"1, 3, 5 BR","1",NA,NA,NA,NA
"3165","62 Jalan Mata Ayer","2","2","2010","Uic Investment Pte Ltd","Sembawang / Yishun (D27)","10 days ago","Northwood",NA,NA,3.33,"Condo Whole Unit",3700,"1,110 sqft",1110,NA,"Freehold","2 Bed Condo for Rent in Northwood","140",62,46,51,"2, 3, 4 BR",NA,NA,NA,NA,NA
"3166","Treasure Island","5","6","2010","Ho Bee (Sentosa) Pte Ltd","Harbourfront / Telok Blangah (D4)","16 days ago","Sentosa Cove",NA,NA,2.38,"Bungalow",20000,"11,500 sqft (built-up) / 8,397 sqft (land)",11500,8397,"103 Years","6 Bed House for Rent in Sentosa Cove",NA,104,63,57,"2, 3, 4, 5, 6, 7, 8, 10 BR",NA,"Partial",NA,NA,NA
"3167",NA,"2","1","1999","HDB","Bukit Batok / Bukit Panjang / Choa Chu Kang (D23)","1 month ago","Pangshan Valley","Jelapang MRT","Bukit Panjang",7.69,"HDB",800,"104 sqft",104,NA,"99 Years","HDB Flat for Rent in 515 Jelapang Road",NA,79,38,45,"Studio, 1, 3, 4 BR","1","Partial",NA,NA,NA
